Flight ID,Demand Type,Runway,WVC,Scheduled,Averaged Actual,Minimum Actual,Maximum Actual,Average Delay [s],,,Flow,Delay,AvDelay,Demand,,
B763,ARRIVAL,27R,H,5:12:40:20,5:12:57:51,5:12:57:51,5:12:57:51,1051,477620,478671,39,1051,1106.69230769231,37,-2,2855
A319,ARRIVAL,27R,LM,5:12:42:22,5:13:00:04,5:13:00:04,5:13:00:04,1062,477742,478804,40,1062,1094.725,37,-3,2856
A320,ARRIVAL,27R,LM,5:12:42:37,5:13:01:22,5:13:01:22,5:13:01:22,1125,477757,478882,40,1125,1088.375,37,-3,2857
A333,ARRIVAL,27R,H,5:12:42:52,5:13:02:38,5:13:02:38,5:13:02:38,1186,477772,478958,39,1186,1087.4358974359,36,-3,2858
A321,ARRIVAL,27R,LM,5:12:45:22,5:13:04:51,5:13:04:51,5:13:04:51,1169,477922,479091,39,1169,1081,37,-2,2859
A319,ARRIVAL,27R,LM,5:12:46:37,5:13:06:09,5:13:06:09,5:13:06:09,1172,477997,479169,39,1172,1075.30769230769,36,-3,2860
A319,ARRIVAL,27R,LM,5:12:48:38,5:13:07:27,5:13:07:27,5:13:07:27,1129,478118,479247,39,1129,1069.97435897436,37,-2,2861
A320,ARRIVAL,27R,LM,5:12:49:23,5:13:08:45,5:13:08:45,5:13:08:45,1162,478163,479325,38,1162,1068.42105263158,36,-2,2862
B772,ARRIVAL,27R,H,5:12:50:50,5:13:10:01,5:13:10:01,5:13:10:01,1151,478250,479401,38,1151,1063.52631578947,37,-1,2863
B77W,ARRIVAL,27R,H,5:12:52:19,5:13:11:51,5:13:11:51,5:13:11:51,1172,478339,479511,39,1172,1057.79487179487,36,-3,2864
A321,ARRIVAL,27R,LM,5:12:54:50,5:13:14:04,5:13:14:04,5:13:14:04,1154,478490,479644,40,1154,1051.075,38,-2,2865
A320,ARRIVAL,27R,LM,5:12:56:17,5:13:15:22,5:13:15:22,5:13:15:22,1145,478577,479722,40,1145,1043.05,37,-3,2866
A319,ARRIVAL,27R,LM,5:12:58:41,5:13:16:40,5:13:16:40,5:13:16:40,1079,478721,479800,39,1079,1040.4358974359,38,-1,2867
A321,ARRIVAL,27R,LM,5:13:00:22,5:13:17:58,5:13:17:58,5:13:17:58,1056,478822,479878,39,1056,1037.33333333333,37,-2,2868
B744,ARRIVAL,27R,H,5:13:02:19,5:13:19:14,5:13:19:14,5:13:19:14,1015,478939,479954,39,1015,1033.74358974359,38,-1,2869
A320,ARRIVAL,27R,LM,5:13:02:56,5:13:21:27,5:13:21:27,5:13:21:27,1111,478976,480087,40,1111,1028.525,37,-3,2870
A319,ARRIVAL,27R,LM,5:13:04:08,5:13:22:45,5:13:22:45,5:13:22:45,1117,479048,480165,40,1117,1022,37,-3,2871
A320,ARRIVAL,27R,LM,5:13:05:17,5:13:24:03,5:13:24:03,5:13:24:03,1126,479117,480243,40,1126,1015.75,37,-3,2872
A320,ARRIVAL,27R,LM,5:13:06:36,5:13:25:21,5:13:25:21,5:13:25:21,1125,479196,480321,39,1125,1012.92307692308,37,-2,2873
B77W,ARRIVAL,27R,H,5:13:07:19,5:13:26:37,5:13:26:37,5:13:26:37,1158,479239,480397,39,1158,1007.38461538462,36,-3,2874
A320,ARRIVAL,27R,LM,5:13:08:21,5:13:28:50,5:13:28:50,5:13:28:50,1229,479301,480530,39,1229,1000.69230769231,35,-4,2875
B744,ARRIVAL,27R,H,5:13:10:20,5:13:30:06,5:13:30:06,5:13:30:06,1186,479420,480606,39,1186,992.435897435897,36,-3,2876
A319,ARRIVAL,27R,LM,5:13:11:34,5:13:32:19,5:13:32:19,5:13:32:19,1245,479494,480739,39,1245,985.564102564103,36,-3,2877
A320,ARRIVAL,27R,LM,5:13:12:24,5:13:33:37,5:13:33:37,5:13:33:37,1273,479544,480817,39,1273,976.205128205128,35,-4,2878
A321,ARRIVAL,27R,LM,5:13:13:36,5:13:34:55,5:13:34:55,5:13:34:55,1279,479616,480895,39,1279,964.974358974359,35,-4,2879
A319,ARRIVAL,27R,LM,5:13:14:53,5:13:36:13,5:13:36:13,5:13:36:13,1280,479693,480973,39,1280,955.589743589744,35,-4,2880
A321,ARRIVAL,27R,LM,5:13:16:04,5:13:37:31,5:13:37:31,5:13:37:31,1287,479764,481051,39,1287,946.307692307692,35,-4,2881
A319,ARRIVAL,27R,LM,5:13:19:23,5:13:38:49,5:13:38:49,5:13:38:49,1166,479963,481129,39,1166,936.102564102564,35,-4,2882
A346,ARRIVAL,27R,H,5:13:20:21,5:13:40:05,5:13:40:05,5:13:40:05,1184,480021,481205,39,1184,929.461538461539,34,-5,2883
A319,ARRIVAL,27R,LM,5:13:21:55,5:13:42:18,5:13:42:18,5:13:42:18,1223,480115,481338,39,1223,921.307692307692,36,-3,2884
B737,ARRIVAL,27R,LM,5:13:22:22,5:13:43:36,5:13:43:36,5:13:43:36,1274,480142,481416,39,1274,908.794871794872,35,-4,2885
A320,ARRIVAL,27R,LM,5:13:26:28,5:13:44:54,5:13:44:54,5:13:44:54,1106,480388,481494,38,1106,899.184210526316,37,-1,2886
A321,ARRIVAL,27R,LM,5:13:30:41,5:13:46:12,5:13:46:12,5:13:46:12,931,480641,481572,39,931,889.205128205128,37,-2,2887
B772,ARRIVAL,27R,H,5:13:33:28,5:13:47:28,5:13:47:28,5:13:47:28,840,480808,481648,38,840,888.105263157895,38,0,2888
A320,ARRIVAL,27R,LM,5:13:35:45,5:13:49:41,5:13:49:41,5:13:49:41,836,480945,481781,38,836,886.394736842105,38,0,2889
B744,ARRIVAL,27R,H,5:13:37:39,5:13:50:57,5:13:50:57,5:13:50:57,798,481059,481857,38,798,883.657894736842,38,0,2890
A319,ARRIVAL,27R,LM,5:13:38:43,5:13:53:10,5:13:53:10,5:13:53:10,867,481123,481990,38,867,882.342105263158,38,0,2891
B744,ARRIVAL,27R,H,5:13:40:25,5:13:54:26,5:13:54:26,5:13:54:26,841,481225,482066,38,841,881.157894736842,37,-1,2892
A320,ARRIVAL,27R,LM,5:13:42:28,5:13:56:39,5:13:56:39,5:13:56:39,851,481348,482199,37,851,882.243243243243,37,0,2893
A319,ARRIVAL,27R,LM,5:13:44:32,5:13:57:57,5:13:57:57,5:13:57:57,805,481472,482277,37,805,881.216216216216,37,0,2894
A320,ARRIVAL,27R,LM,5:13:44:41,5:13:59:15,5:13:59:15,5:13:59:15,874,481481,482355,37,874,878.675675675676,36,-1,2895
A388,ARRIVAL,27R,A380-800,5:13:47:03,5:14:00:31,5:14:00:31,5:14:00:31,808,481623,482431,37,808,874.189189189189,36,-1,2896
B772,ARRIVAL,27R,H,5:13:47:28,5:14:03:03,5:14:03:03,5:14:03:03,935,481648,482583,37,935,872.351351351351,35,-2,2897
A319,ARRIVAL,27R,LM,5:13:49:29,5:14:05:16,5:14:05:16,5:14:05:16,947,481769,482716,38,947,865.078947368421,36,-2,2898
B772,ARRIVAL,27R,H,5:13:50:28,5:14:06:32,5:14:06:32,5:14:06:32,964,481828,482792,38,964,861,36,-2,2899
A319,ARRIVAL,27R,LM,5:13:52:29,5:14:08:45,5:14:08:45,5:14:08:45,976,481949,482925,38,976,852.28947368421,35,-3,2900
A319,ARRIVAL,27R,LM,5:13:53:31,5:14:10:03,5:14:10:03,5:14:10:03,992,482011,483003,38,992,844.684210526316,36,-2,2901
A320,ARRIVAL,27R,LM,5:13:54:42,5:14:11:21,5:14:11:21,5:14:11:21,999,482082,483081,38,999,834.394736842105,35,-3,2902
B733,ARRIVAL,27R,LM,5:13:56:27,5:14:12:39,5:14:12:39,5:14:12:39,972,482187,483159,37,972,829.945945945946,35,-2,2903
A320,ARRIVAL,27R,LM,5:13:57:28,5:14:13:57,5:14:13:57,5:14:13:57,989,482248,483237,37,989,823.45945945946,34,-3,2904
B772,ARRIVAL,27R,H,5:14:01:20,5:14:15:13,5:14:15:13,5:14:15:13,833,482480,483313,37,833,814.621621621622,36,-1,2905
A319,ARRIVAL,27R,LM,5:14:01:28,5:14:17:26,5:14:17:26,5:14:17:26,958,482488,483446,37,958,808.027027027027,35,-2,2906
F70,ARRIVAL,27R,LM,5:14:03:28,5:14:18:44,5:14:18:44,5:14:18:44,916,482608,483524,37,916,801.540540540541,35,-2,2907
A319,ARRIVAL,27R,LM,5:14:04:14,5:14:20:02,5:14:20:02,5:14:20:02,948,482654,483602,37,948,796.72972972973,34,-3,2908
A321,ARRIVAL,27R,LM,5:14:06:28,5:14:21:20,5:14:21:20,5:14:21:20,892,482788,483680,37,892,788.27027027027,36,-1,2909
A320,ARRIVAL,27R,LM,5:14:08:28,5:14:22:38,5:14:22:38,5:14:22:38,850,482908,483758,38,850,775.789473684211,35,-3,2910
B772,ARRIVAL,27R,H,5:14:09:27,5:14:23:54,5:14:23:54,5:14:23:54,867,482967,483834,37,867,773.783783783784,34,-3,2911
A320,ARRIVAL,27R,LM,5:14:10:58,5:14:26:07,5:14:26:07,5:14:26:07,909,483058,483967,37,909,768.783783783784,35,-2,2912
B744,ARRIVAL,27R,H,5:14:12:26,5:14:27:23,5:14:27:23,5:14:27:23,897,483146,484043,37,897,764.702702702703,34,-3,2913
A319,ARRIVAL,27R,LM,5:14:14:29,5:14:29:36,5:14:29:36,5:14:29:36,907,483269,484176,38,907,758.5,36,-2,2914
B772,ARRIVAL,27R,H,5:14:15:34,5:14:30:52,5:14:30:52,5:14:30:52,918,483334,484252,38,918,752.894736842105,36,-2,2915
A318,ARRIVAL,27R,LM,5:14:18:25,5:14:33:05,5:14:33:05,5:14:33:05,880,483505,484385,39,880,740.846153846154,36,-3,2916
A321,ARRIVAL,27R,LM,5:14:20:28,5:14:34:23,5:14:34:23,5:14:34:23,835,483628,484463,39,835,732.769230769231,37,-2,2917
A320,ARRIVAL,27R,LM,5:14:20:28,5:14:35:41,5:14:35:41,5:14:35:41,913,483628,484541,38,913,730.078947368421,36,-2,2918
A321,ARRIVAL,27R,LM,5:14:21:41,5:14:36:59,5:14:36:59,5:14:36:59,918,483701,484619,38,918,724.052631578947,35,-3,2919
A321,ARRIVAL,27R,LM,5:14:23:28,5:14:38:17,5:14:38:17,5:14:38:17,889,483808,484697,38,889,717.157894736842,34,-4,2920
A321,ARRIVAL,27R,LM,5:14:24:28,5:14:39:35,5:14:39:35,5:14:39:35,907,483868,484775,38,907,711.473684210526,33,-5,2921
B77W,ARRIVAL,27R,H,5:14:26:25,5:14:40:51,5:14:40:51,5:14:40:51,866,483985,484851,38,866,702.368421052632,35,-3,2922
B744,ARRIVAL,27R,H,5:14:30:26,5:14:42:41,5:14:42:41,5:14:42:41,735,484226,484961,39,735,689.051282051282,36,-3,2923
A319,ARRIVAL,27R,LM,5:14:30:43,5:14:44:54,5:14:44:54,5:14:44:54,851,484243,485094,39,851,683.153846153846,36,-3,2924
B77W,ARRIVAL,27R,H,5:14:33:25,5:14:46:10,5:14:46:10,5:14:46:10,765,484405,485170,39,765,673.25641025641,36,-3,2925
A319,ARRIVAL,27R,LM,5:14:35:28,5:14:48:23,5:14:48:23,5:14:48:23,775,484528,485303,39,775,666,36,-3,2926
A319,ARRIVAL,27R,LM,5:14:37:29,5:14:49:41,5:14:49:41,5:14:49:41,732,484649,485381,39,732,657.230769230769,37,-2,2927
A332,ARRIVAL,27R,H,5:14:38:29,5:14:50:57,5:14:50:57,5:14:50:57,748,484709,485457,39,748,648.461538461538,37,-2,2928
A388,ARRIVAL,27R,A380-800,5:14:40:27,5:14:54:09,5:14:54:09,5:14:54:09,822,484827,485649,40,822,638.225,36,-4,2929
A320,ARRIVAL,27R,LM,5:14:43:28,5:14:57:01,5:14:57:01,5:14:57:01,813,485008,485821,41,813,621.146341463415,36,-5,2930
B744,ARRIVAL,27R,H,5:14:46:26,5:14:58:17,5:14:58:17,5:14:58:17,711,485186,485897,41,711,609.512195121951,38,-3,2931
A320,ARRIVAL,27R,LM,5:14:48:42,5:15:00:30,5:15:00:30,5:15:00:30,708,485322,486030,41,708,600.512195121951,38,-3,2932
A320,ARRIVAL,27R,LM,5:14:49:28,5:15:01:48,5:15:01:48,5:15:01:48,740,485368,486108,40,740,597.825,37,-3,2933
A319,ARRIVAL,27R,LM,5:14:49:30,5:15:03:06,5:15:03:06,5:15:03:06,816,485370,486186,40,816,588.05,36,-4,2934
A320,ARRIVAL,27R,LM,5:14:52:29,5:15:04:24,5:15:04:24,5:15:04:24,715,485549,486264,40,715,573.85,36,-4,2935
A319,ARRIVAL,27R,LM,5:14:52:30,5:15:05:42,5:15:05:42,5:15:05:42,792,485550,486342,39,792,570.230769230769,35,-4,2936
B77W,ARRIVAL,27R,H,5:14:56:25,5:15:06:58,5:15:06:58,5:15:06:58,633,485785,486418,39,633,556.128205128205,36,-3,2937
E190,ARRIVAL,27R,LM,5:14:57:44,5:15:09:11,5:15:09:11,5:15:09:11,687,485864,486551,40,687,541.7,36,-4,2938
B744,ARRIVAL,27R,H,5:15:00:26,5:15:10:27,5:15:10:27,5:15:10:27,601,486026,486627,40,601,533.8,36,-4,2939
A321,ARRIVAL,27R,LM,5:15:00:28,5:15:12:40,5:15:12:40,5:15:12:40,732,486028,486760,41,732,522.80487804878,35,-6,2940
A321,ARRIVAL,27R,LM,5:15:02:56,5:15:13:58,5:15:13:58,5:15:13:58,662,486176,486838,41,662,513.90243902439,37,-4,2941
B77W,ARRIVAL,27R,H,5:15:05:25,5:15:15:14,5:15:15:14,5:15:15:14,589,486325,486914,41,589,505.658536585366,38,-3,2942
A319,ARRIVAL,27R,LM,5:15:05:29,5:15:17:27,5:15:17:27,5:15:17:27,718,486329,487047,41,718,499.219512195122,37,-4,2943
A321,ARRIVAL,27R,LM,5:15:06:27,5:15:18:45,5:15:18:45,5:15:18:45,738,486387,487125,40,738,493.75,36,-4,2944
A321,ARRIVAL,27R,LM,5:15:09:28,5:15:20:03,5:15:20:03,5:15:20:03,635,486568,487203,40,635,480.95,38,-2,2945
A321,ARRIVAL,27R,LM,5:15:10:27,5:15:21:21,5:15:21:21,5:15:21:21,654,486627,487281,39,654,477,37,-2,2946
B77W,ARRIVAL,27R,H,5:15:13:25,5:15:22:37,5:15:22:37,5:15:22:37,552,486805,487357,39,552,467.794871794872,37,-2,2947
A320,ARRIVAL,27R,LM,5:15:13:28,5:15:24:50,5:15:24:50,5:15:24:50,682,486808,487490,40,682,456.975,36,-4,2948
A319,ARRIVAL,27R,LM,5:15:13:30,5:15:26:08,5:15:26:08,5:15:26:08,758,486810,487568,40,758,447.2,35,-5,2949
A321,ARRIVAL,27R,LM,5:15:14:56,5:15:27:26,5:15:27:26,5:15:27:26,750,486896,487646,40,750,435.275,34,-6,2950
A319,ARRIVAL,27R,LM,5:15:17:28,5:15:28:44,5:15:28:44,5:15:28:44,676,487048,487724,40,676,424.625,35,-5,2951
B738,ARRIVAL,27R,LM,5:15:18:28,5:15:30:02,5:15:30:02,5:15:30:02,694,487108,487802,40,694,411.875,35,-5,2952
A320,ARRIVAL,27R,LM,5:15:19:29,5:15:31:20,5:15:31:20,5:15:31:20,711,487169,487880,40,711,400.6,34,-6,2953
A320,ARRIVAL,27R,LM,5:15:24:28,5:15:32:38,5:15:32:38,5:15:32:38,490,487468,487958,40,490,386.325,37,-3,2954
A343,ARRIVAL,27R,H,5:15:24:29,5:15:33:54,5:15:33:54,5:15:33:54,565,487469,488034,39,565,383.666666666667,36,-3,2955
A320,ARRIVAL,27R,LM,5:15:24:43,5:15:36:07,5:15:36:07,5:15:36:07,684,487483,488167,40,684,370.7,35,-5,2956
A319,ARRIVAL,27R,LM,5:15:26:29,5:15:37:25,5:15:37:25,5:15:37:25,656,487589,488245,40,656,359.775,36,-4,2957
A319,ARRIVAL,27R,LM,5:15:27:30,5:15:38:43,5:15:38:43,5:15:38:43,673,487650,488323,40,673,350.7,35,-5,2958
A321,ARRIVAL,27R,LM,5:15:30:40,5:15:40:01,5:15:40:01,5:15:40:01,561,487840,488401,40,561,340.975,36,-4,2959
A320,ARRIVAL,27R,LM,5:15:31:42,5:15:41:19,5:15:41:19,5:15:41:19,577,487902,488479,40,577,334.5,36,-4,2960
A319,ARRIVAL,27R,LM,5:15:34:45,5:15:42:37,5:15:42:37,5:15:42:37,472,488085,488557,40,472,327.75,38,-2,2961
E190,ARRIVAL,27R,LM,5:15:35:30,5:15:43:55,5:15:43:55,5:15:43:55,505,488130,488635,40,505,319.85,38,-2,2962
B736,ARRIVAL,27R,LM,5:15:37:28,5:15:45:13,5:15:45:13,5:15:45:13,465,488248,488713,39,465,315.102564102564,38,-1,2963
B772,ARRIVAL,27R,H,5:15:38:27,5:15:46:29,5:15:46:29,5:15:46:29,482,488307,488789,39,482,307.51282051282,37,-2,2964
A319,ARRIVAL,27R,LM,5:15:41:29,5:15:48:42,5:15:48:42,5:15:48:42,433,488489,488922,40,433,294.525,37,-3,2965
B772,ARRIVAL,27R,H,5:15:43:28,5:15:49:58,5:15:49:58,5:15:49:58,390,488608,488998,40,390,286.275,37,-3,2966
A319,ARRIVAL,27R,LM,5:15:43:43,5:15:52:11,5:15:52:11,5:15:52:11,508,488623,489131,41,508,276.121951219512,36,-5,2967
B752,ARRIVAL,27R,H,5:15:45:28,5:15:53:27,5:15:53:27,5:15:53:27,479,488728,489207,41,479,269,36,-5,2968
A319,ARRIVAL,27R,LM,5:15:47:30,5:15:55:40,5:15:55:40,5:15:55:40,490,488850,489340,41,490,260.90243902439,37,-4,2969
A320,ARRIVAL,27R,LM,5:15:52:28,5:15:56:58,5:15:56:58,5:15:56:58,270,489148,489418,41,270,255.048780487805,41,0,2970
A346,ARRIVAL,27R,H,5:15:52:38,5:15:58:14,5:15:58:14,5:15:58:14,336,489158,489494,41,336,253.707317073171,40,-1,2971
B772,ARRIVAL,27R,H,5:15:54:22,5:16:00:04,5:16:00:04,5:16:00:04,342,489262,489604,40,342,251.65,39,-1,2972
A320,ARRIVAL,27R,LM,5:15:56:28,5:16:02:17,5:16:02:17,5:16:02:17,349,489388,489737,41,349,248.926829268293,39,-2,2973
B77W,ARRIVAL,27R,H,5:15:59:25,5:16:03:33,5:16:03:33,5:16:03:33,248,489565,489813,41,248,246.780487804878,41,0,2974
A320,ARRIVAL,27R,LM,5:16:01:44,5:16:05:46,5:16:05:46,5:16:05:46,242,489704,489946,42,242,243.071428571429,40,-2,2975
A319,ARRIVAL,27R,LM,5:16:02:28,5:16:07:04,5:16:07:04,5:16:07:04,276,489748,490024,42,276,243.095238095238,41,-1,2976
A319,ARRIVAL,27R,LM,5:16:02:46,5:16:08:22,5:16:08:22,5:16:08:22,336,489766,490102,42,336,241.285714285714,41,-1,2977
A319,ARRIVAL,27R,LM,5:16:03:29,5:16:09:40,5:16:09:40,5:16:09:40,371,489809,490180,42,371,239.095238095238,40,-2,2978
A319,ARRIVAL,27R,LM,5:16:04:44,5:16:10:58,5:16:10:58,5:16:10:58,374,489884,490258,42,374,233.357142857143,40,-2,2979
A320,ARRIVAL,27R,LM,5:16:07:06,5:16:12:16,5:16:12:16,5:16:12:16,310,490026,490336,42,310,226.547619047619,40,-2,2980
B737,ARRIVAL,27R,LM,5:16:07:27,5:16:13:34,5:16:13:34,5:16:13:34,367,490047,490414,42,367,223.095238095238,39,-3,2981
A388,ARRIVAL,27R,A380-800,5:16:09:26,5:16:14:50,5:16:14:50,5:16:14:50,324,490166,490490,42,324,215.809523809524,39,-3,2982
A332,ARRIVAL,27R,H,5:16:11:57,5:16:17:22,5:16:17:22,5:16:17:22,325,490317,490642,42,325,208.595238095238,40,-2,2983
B763,ARRIVAL,27R,H,5:16:15:26,5:16:19:12,5:16:19:12,5:16:19:12,226,490526,490752,42,226,200.857142857143,40,-2,2984
A319,ARRIVAL,27R,LM,5:16:16:30,5:16:21:25,5:16:21:25,5:16:21:25,295,490590,490885,41,295,200.243902439024,40,-1,2985
A321,ARRIVAL,27R,LM,5:16:17:28,5:16:22:43,5:16:22:43,5:16:22:43,315,490648,490963,41,315,193.048780487805,39,-2,2986
A319,ARRIVAL,27R,LM,5:16:19:29,5:16:24:01,5:16:24:01,5:16:24:01,272,490769,491041,40,272,190,39,-1,2987
A320,ARRIVAL,27R,LM,5:16:20:28,5:16:25:19,5:16:25:19,5:16:25:19,291,490828,491119,40,291,183.2,38,-2,2988
A321,ARRIVAL,27R,LM,5:16:21:56,5:16:26:37,5:16:26:37,5:16:26:37,281,490916,491197,39,281,180.435897435897,37,-2,2989
A320,ARRIVAL,27R,LM,5:16:22:31,5:16:27:55,5:16:27:55,5:16:27:55,324,490951,491275,39,324,174.282051282051,37,-2,2990
A320,ARRIVAL,27R,LM,5:16:26:27,5:16:29:13,5:16:29:13,5:16:29:13,166,491187,491353,39,166,168.307692307692,39,0,2991
A320,ARRIVAL,27R,LM,5:16:26:28,5:16:30:31,5:16:30:31,5:16:30:31,243,491188,491431,39,243,166.769230769231,38,-1,2992
A346,ARRIVAL,27R,H,5:16:29:27,5:16:31:47,5:16:31:47,5:16:31:47,140,491367,491507,39,140,163.74358974359,39,0,2993
B734,ARRIVAL,27R,LM,5:16:30:27,5:16:34:00,5:16:34:00,5:16:34:00,213,491427,491640,39,213,162.102564102564,38,-1,2994
A320,ARRIVAL,27R,LM,5:16:31:41,5:16:35:18,5:16:35:18,5:16:35:18,217,491501,491718,39,217,158.717948717949,38,-1,2995
A319,ARRIVAL,27R,LM,5:16:32:29,5:16:36:36,5:16:36:36,5:16:36:36,247,491549,491796,39,247,154.512820512821,37,-2,2996
B738,ARRIVAL,27R,LM,5:16:33:01,5:16:37:54,5:16:37:54,5:16:37:54,293,491581,491874,39,293,150,37,-2,2997
A320,ARRIVAL,27R,LM,5:16:34:28,5:16:39:12,5:16:39:12,5:16:39:12,284,491668,491952,39,284,144.025641025641,37,-2,2998
A320,ARRIVAL,27R,LM,5:16:35:28,5:16:40:30,5:16:40:30,5:16:40:30,302,491728,492030,38,302,140.342105263158,37,-1,2999
A321,ARRIVAL,27R,LM,5:16:36:41,5:16:41:48,5:16:41:48,5:16:41:48,307,491801,492108,38,307,132.394736842105,36,-2,3000
B772,ARRIVAL,27R,H,5:16:40:28,5:16:43:04,5:16:43:04,5:16:43:04,156,492028,492184,38,156,125.578947368421,36,-2,3001
A320,ARRIVAL,27R,LM,5:16:42:28,5:16:45:17,5:16:45:17,5:16:45:17,169,492148,492317,39,169,120.641025641026,37,-2,3002
A320,ARRIVAL,27R,LM,5:16:44:30,5:16:46:35,5:16:46:35,5:16:46:35,125,492270,492395,39,125,117.333333333333,38,-1,3003
MD82,ARRIVAL,27R,LM,5:16:45:28,5:16:47:53,5:16:47:53,5:16:47:53,145,492328,492473,38,145,117.131578947368,37,-1,3004
B736,ARRIVAL,27R,LM,5:16:47:28,5:16:49:11,5:16:49:11,5:16:49:11,103,492448,492551,38,103,116.868421052632,38,0,3005
A320,ARRIVAL,27R,LM,5:16:48:28,5:16:50:29,5:16:50:29,5:16:50:29,121,492508,492629,38,121,114.157894736842,37,-1,3006
A319,ARRIVAL,27R,LM,5:16:49:28,5:16:51:47,5:16:51:47,5:16:51:47,139,492568,492707,38,139,112.947368421053,36,-2,3007
A319,ARRIVAL,27R,LM,5:16:49:29,5:16:53:05,5:16:53:05,5:16:53:05,216,492569,492785,37,216,112.243243243243,35,-2,3008
B752,ARRIVAL,27R,H,5:16:51:54,5:16:54:21,5:16:54:21,5:16:54:21,147,492714,492861,37,147,109.864864864865,37,0,3009
A346,ARRIVAL,27R,H,5:16:52:01,5:16:56:11,5:16:56:11,5:16:56:11,250,492721,492971,37,250,108,36,-1,3010
A345,ARRIVAL,27R,H,5:16:54:26,5:16:58:01,5:16:58:01,5:16:58:01,215,492866,493081,37,215,103.837837837838,35,-2,3011
A320,ARRIVAL,27R,LM,5:16:56:34,5:17:00:14,5:17:00:14,5:17:00:14,220,492994,493214,38,220,102.421052631579,37,-1,3012
F70,ARRIVAL,27R,LM,5:16:57:10,5:17:01:32,5:17:01:32,5:17:01:32,262,493030,493292,38,262,97.4473684210526,36,-2,3013
RJ1H,ARRIVAL,27R,LM,5:16:58:29,5:17:02:50,5:17:02:50,5:17:02:50,261,493109,493370,38,261,93,36,-2,3014
A319,ARRIVAL,27R,LM,5:17:01:45,5:17:04:08,5:17:04:08,5:17:04:08,143,493305,493448,38,143,87.8684210526316,37,-1,3015
F70,ARRIVAL,27R,LM,5:17:02:10,5:17:05:26,5:17:05:26,5:17:05:26,196,493330,493526,38,196,87.8947368421053,36,-2,3016
A320,ARRIVAL,27R,LM,5:17:02:41,5:17:06:44,5:17:06:44,5:17:06:44,243,493361,493604,38,243,85.421052631579,37,-1,3017
B735,ARRIVAL,27R,LM,5:17:04:42,5:17:08:02,5:17:08:02,5:17:08:02,200,493482,493682,37,200,81.1621621621622,37,0,3018
A319,ARRIVAL,27R,LM,5:17:05:16,5:17:09:20,5:17:09:20,5:17:09:20,244,493516,493760,37,244,78.8378378378378,36,-1,3019
A321,ARRIVAL,27R,LM,5:17:08:28,5:17:10:38,5:17:10:38,5:17:10:38,130,493708,493838,37,130,75.4324324324324,37,0,3020
A320,ARRIVAL,27R,LM,5:17:10:28,5:17:11:56,5:17:11:56,5:17:11:56,88,493828,493916,37,88,74.2972972972973,37,0,3021
A320,ARRIVAL,27R,LM,5:17:10:29,5:17:13:14,5:17:13:14,5:17:13:14,165,493829,493994,37,165,73.2162162162162,36,-1,3022
A319,ARRIVAL,27R,LM,5:17:13:31,5:17:14:32,5:17:14:32,5:17:14:32,61,494011,494072,37,61,70.5135135135135,38,1,3023
A319,ARRIVAL,27R,LM,5:17:15:29,5:17:15:50,5:17:15:50,5:17:15:50,21,494129,494150,37,21,71.7567567567568,38,1,3024
A319,ARRIVAL,27R,LM,5:17:17:29,5:17:17:29,5:17:17:29,5:17:17:29,0,494249,494249,37,0,74.2972972972973,37,0,3025
B736,ARRIVAL,27R,LM,5:17:21:59,5:17:21:59,5:17:21:59,5:17:21:59,0,494519,494519,39,0,73.8461538461538,40,1,3026
A346,ARRIVAL,27R,H,5:17:24:26,5:17:24:26,5:17:24:26,5:17:24:26,0,494666,494666,40,0,78.35,41,1,3027
A319,ARRIVAL,27R,LM,5:17:25:58,5:17:26:39,5:17:26:39,5:17:26:39,41,494758,494799,40,41,82.3,41,1,3028
B738,ARRIVAL,27R,LM,5:17:26:26,5:17:27:57,5:17:27:57,5:17:27:57,91,494786,494877,39,91,83.3589743589744,40,1,3029
A320,ARRIVAL,27R,LM,5:17:27:29,5:17:29:15,5:17:29:15,5:17:29:15,106,494849,494955,39,106,85.3076923076923,39,0,3030
A346,ARRIVAL,27R,H,5:17:28:26,5:17:30:31,5:17:30:31,5:17:30:31,125,494906,495031,39,125,85.7435897435897,39,0,3031
A320,ARRIVAL,27R,LM,5:17:31:28,5:17:32:44,5:17:32:44,5:17:32:44,76,495088,495164,40,76,87.825,40,0,3032
B733,ARRIVAL,27R,LM,5:17:32:41,5:17:34:02,5:17:34:02,5:17:34:02,81,495161,495242,39,81,88.1282051282051,41,2,3033
A320,ARRIVAL,27R,LM,5:17:34:27,5:17:35:20,5:17:35:20,5:17:35:20,53,495267,495320,39,53,90.4358974358974,40,1,3034
B77W,ARRIVAL,27R,H,5:17:35:25,5:17:36:36,5:17:36:36,5:17:36:36,71,495325,495396,39,71,93.9230769230769,40,1,3035
B744,ARRIVAL,27R,H,5:17:37:26,5:17:38:26,5:17:38:26,5:17:38:26,60,495446,495506,40,60,97.65,40,0,3036
A319,ARRIVAL,27R,LM,5:17:40:58,5:17:40:58,5:17:40:58,5:17:40:58,0,495658,495658,41,0,99.3658536585366,41,0,3037
A320,ARRIVAL,27R,LM,5:17:41:28,5:17:42:16,5:17:42:16,5:17:42:16,48,495688,495736,40,48,101.85,40,0,3038
