Flight ID,Demand Type,Runway,WVC,Scheduled,Averaged Actual,Minimum Actual,Maximum Actual,Average Delay [s],,,Flow,Delay,AvDelay,Demand,,
B763,ARRIVAL,27R,H,14:07:31:12,14:07:41:45,14:07:41:45,14:07:41:45,633,1236672,1237305,40,633,605.5,40,0,8389
B763,ARRIVAL,27R,H,14:07:32:40,14:07:43:35,14:07:43:35,14:07:43:35,655,1236760,1237415,41,655,605.853658536585,40,-1,8390
A319,ARRIVAL,27R,LM,14:07:35:05,14:07:45:48,14:07:45:48,14:07:45:48,643,1236905,1237548,42,643,606.047619047619,41,-1,8391
A320,ARRIVAL,27R,LM,14:07:37:25,14:07:47:06,14:07:47:06,14:07:47:06,581,1237045,1237626,42,581,606.428571428571,42,0,8392
A320,ARRIVAL,27R,LM,14:07:38:16,14:07:48:24,14:07:48:24,14:07:48:24,608,1237096,1237704,41,608,607.048780487805,42,1,8393
B77W,ARRIVAL,27R,H,14:07:39:24,14:07:49:40,14:07:49:40,14:07:49:40,616,1237164,1237780,41,616,608.19512195122,41,0,8394
B744,ARRIVAL,27R,H,14:07:41:05,14:07:51:30,14:07:51:30,14:07:51:30,625,1237265,1237890,41,625,609.682926829268,41,0,8395
A319,ARRIVAL,27R,LM,14:07:43:32,14:07:53:43,14:07:53:43,14:07:53:43,611,1237412,1238023,41,611,610.780487804878,41,0,8396
A319,ARRIVAL,27R,LM,14:07:44:41,14:07:55:01,14:07:55:01,14:07:55:01,620,1237481,1238101,41,620,610.682926829268,42,1,8397
A320,ARRIVAL,27R,LM,14:07:46:26,14:07:56:19,14:07:56:19,14:07:56:19,593,1237586,1238179,41,593,611.926829268293,42,1,8398
A319,ARRIVAL,27R,LM,14:07:47:48,14:07:57:37,14:07:57:37,14:07:57:37,589,1237668,1238257,41,589,614.609756097561,43,2,8399
A388,ARRIVAL,27R,A380-800,14:07:48:55,14:07:58:53,14:07:58:53,14:07:58:53,598,1237735,1238333,41,598,617.219512195122,42,1,8400
A319,ARRIVAL,27R,LM,14:07:52:03,14:08:01:45,14:08:01:45,14:08:01:45,582,1237923,1238505,42,582,623.02380952381,43,1,8401
B77W,ARRIVAL,27R,H,14:07:52:51,14:08:03:01,14:08:03:01,14:08:03:01,610,1237971,1238581,41,610,624.024390243902,42,1,8402
A320,ARRIVAL,27R,LM,14:07:54:51,14:08:05:14,14:08:05:14,14:08:05:14,623,1238091,1238714,42,623,630,43,1,8403
A319,ARRIVAL,27R,LM,14:07:56:04,14:08:06:32,14:08:06:32,14:08:06:32,628,1238164,1238792,42,628,632.809523809524,43,1,8404
A321,ARRIVAL,27R,LM,14:07:57:22,14:08:07:50,14:08:07:50,14:08:07:50,628,1238242,1238870,42,628,635.309523809524,43,1,8405
A319,ARRIVAL,27R,LM,14:07:58:49,14:08:09:08,14:08:09:08,14:08:09:08,619,1238329,1238948,42,619,637.833333333333,43,1,8406
A321,ARRIVAL,27R,LM,14:07:59:46,14:08:10:26,14:08:10:26,14:08:10:26,640,1238386,1239026,41,640,638.292682926829,42,1,8407
A321,ARRIVAL,27R,LM,14:08:00:45,14:08:11:44,14:08:11:44,14:08:11:44,659,1238445,1239104,41,659,640.658536585366,42,1,8408
A320,ARRIVAL,27R,LM,14:08:02:01,14:08:13:02,14:08:13:02,14:08:13:02,661,1238521,1239182,41,661,642.512195121951,41,0,8409
A320,ARRIVAL,27R,LM,14:08:04:22,14:08:14:20,14:08:14:20,14:08:14:20,598,1238662,1239260,40,598,642.05,40,0,8410
A320,ARRIVAL,27R,LM,14:08:05:47,14:08:15:38,14:08:15:38,14:08:15:38,591,1238747,1239338,40,591,639.725,39,-1,8411
A320,ARRIVAL,27R,LM,14:08:07:14,14:08:16:56,14:08:16:56,14:08:16:56,582,1238834,1239416,40,582,637.475,39,-1,8412
A320,ARRIVAL,27R,LM,14:08:08:20,14:08:18:14,14:08:18:14,14:08:18:14,594,1238900,1239494,40,594,635.65,39,-1,8413
A321,ARRIVAL,27R,LM,14:08:10:02,14:08:19:32,14:08:19:32,14:08:19:32,570,1239002,1239572,40,570,633.575,39,-1,8414
B738,ARRIVAL,27R,LM,14:08:11:21,14:08:20:50,14:08:20:50,14:08:20:50,569,1239081,1239650,40,569,632.35,39,-1,8415
A319,ARRIVAL,27R,LM,14:08:12:42,14:08:22:08,14:08:22:08,14:08:22:08,566,1239162,1239728,40,566,631.1,39,-1,8416
A343,ARRIVAL,27R,H,14:08:14:09,14:08:23:24,14:08:23:24,14:08:23:24,555,1239249,1239804,40,555,629.95,40,0,8417
B763,ARRIVAL,27R,H,14:08:15:42,14:08:25:14,14:08:25:14,14:08:25:14,572,1239342,1239914,40,572,628.725,40,0,8418
A320,ARRIVAL,27R,LM,14:08:17:48,14:08:27:27,14:08:27:27,14:08:27:27,579,1239468,1240047,41,579,625.09756097561,40,-1,8419
A321,ARRIVAL,27R,LM,14:08:19:00,14:08:28:45,14:08:28:45,14:08:28:45,585,1239540,1240125,41,585,623.951219512195,40,-1,8420
A319,ARRIVAL,27R,LM,14:08:20:21,14:08:30:03,14:08:30:03,14:08:30:03,582,1239621,1240203,40,582,624.925,40,0,8421
B736,ARRIVAL,27R,LM,14:08:21:29,14:08:31:21,14:08:31:21,14:08:31:21,592,1239689,1240281,40,592,623.625,40,0,8422
B738,ARRIVAL,27R,LM,14:08:22:21,14:08:32:39,14:08:32:39,14:08:32:39,618,1239741,1240359,40,618,622.05,39,-1,8423
A320,ARRIVAL,27R,LM,14:08:23:32,14:08:33:57,14:08:33:57,14:08:33:57,625,1239812,1240437,40,625,620.35,39,-1,8424
A319,ARRIVAL,27R,LM,14:08:25:17,14:08:35:15,14:08:35:15,14:08:35:15,598,1239917,1240515,39,598,620.230769230769,39,0,8425
B772,ARRIVAL,27R,H,14:08:26:34,14:08:36:31,14:08:36:31,14:08:36:31,597,1239994,1240591,39,597,619.102564102564,38,-1,8426
B772,ARRIVAL,27R,H,14:08:28:16,14:08:38:21,14:08:38:21,14:08:38:21,605,1240096,1240701,39,605,618.461538461539,39,0,8427
A321,ARRIVAL,27R,LM,14:08:30:14,14:08:40:34,14:08:40:34,14:08:40:34,620,1240214,1240834,40,620,617.875,40,0,8428
A320,ARRIVAL,27R,LM,14:08:31:24,14:08:41:52,14:08:41:52,14:08:41:52,628,1240284,1240912,39,628,617.820512820513,39,0,8429
A321,ARRIVAL,27R,LM,14:08:32:45,14:08:43:10,14:08:43:10,14:08:43:10,625,1240365,1240990,39,625,616.948717948718,39,0,8430
B733,ARRIVAL,27R,LM,14:08:33:59,14:08:44:28,14:08:44:28,14:08:44:28,629,1240439,1241068,38,629,616.736842105263,38,0,8431
A320,ARRIVAL,27R,LM,14:08:35:06,14:08:45:46,14:08:45:46,14:08:45:46,640,1240506,1241146,38,640,615.473684210526,38,0,8432
B763,ARRIVAL,27R,H,14:08:36:03,14:08:47:02,14:08:47:02,14:08:47:02,659,1240563,1241222,38,659,614.526315789474,38,0,8433
B772,ARRIVAL,27R,H,14:08:37:57,14:08:48:52,14:08:48:52,14:08:48:52,655,1240677,1241332,39,655,613.307692307692,38,-1,8434
B772,ARRIVAL,27R,H,14:08:39:25,14:08:50:42,14:08:50:42,14:08:50:42,677,1240765,1241442,39,677,612.076923076923,38,-1,8435
A319,ARRIVAL,27R,LM,14:08:41:45,14:08:52:55,14:08:52:55,14:08:52:55,670,1240905,1241575,40,670,610.7,39,-1,8436
A319,ARRIVAL,27R,LM,14:08:44:06,14:08:54:13,14:08:54:13,14:08:54:13,607,1241046,1241653,40,607,609.325,40,0,8437
A320,ARRIVAL,27R,LM,14:08:44:20,14:08:55:31,14:08:55:31,14:08:55:31,671,1241060,1241731,40,671,610.25,39,-1,8438
A319,ARRIVAL,27R,LM,14:08:45:06,14:08:56:49,14:08:56:49,14:08:56:49,703,1241106,1241809,39,703,608.692307692308,39,0,8439
A320,ARRIVAL,27R,LM,14:08:46:31,14:08:58:07,14:08:58:07,14:08:58:07,696,1241191,1241887,39,696,607.076923076923,38,-1,8440
B744,ARRIVAL,27R,H,14:08:47:15,14:08:59:23,14:08:59:23,14:08:59:23,728,1241235,1241963,39,728,605.461538461539,38,-1,8441
A320,ARRIVAL,27R,LM,14:08:49:25,14:09:01:36,14:09:01:36,14:09:01:36,731,1241365,1242096,40,731,605.2,38,-2,8442
F2TH,ARRIVAL,27R,L,14:08:51:19,14:09:03:49,14:09:03:49,14:09:03:49,750,1241479,1242229,40,750,603.575,39,-1,8443
A320,ARRIVAL,27R,LM,14:08:52:52,14:09:05:07,14:09:05:07,14:09:05:07,735,1241572,1242307,39,735,599.820512820513,39,0,8444
A321,ARRIVAL,27R,LM,14:08:54:04,14:09:06:25,14:09:06:25,14:09:06:25,741,1241644,1242385,39,741,598.025641025641,38,-1,8445
A319,ARRIVAL,27R,LM,14:08:55:30,14:09:07:43,14:09:07:43,14:09:07:43,733,1241730,1242463,39,733,595.820512820513,38,-1,8446
B752,ARRIVAL,27R,H,14:08:56:45,14:09:08:59,14:09:08:59,14:09:08:59,734,1241805,1242539,39,734,593.74358974359,38,-1,8447
B744,ARRIVAL,27R,H,14:08:58:32,14:09:10:49,14:09:10:49,14:09:10:49,737,1241912,1242649,39,737,592.153846153846,38,-1,8448
B762,ARRIVAL,27R,H,14:09:00:24,14:09:12:39,14:09:12:39,14:09:12:39,735,1242024,1242759,39,735,590.794871794872,38,-1,8449
A320,ARRIVAL,27R,LM,14:09:06:27,14:09:14:52,14:09:14:52,14:09:14:52,505,1242387,1242892,40,505,592.45,42,2,8450
A319,ARRIVAL,27R,LM,14:09:07:49,14:09:16:10,14:09:16:10,14:09:16:10,501,1242469,1242970,40,501,597.5,42,2,8451
A320,ARRIVAL,27R,LM,14:09:08:59,14:09:17:28,14:09:17:28,14:09:17:28,509,1242539,1243048,39,509,599.974358974359,41,2,8452
A320,ARRIVAL,27R,LM,14:09:10:15,14:09:18:46,14:09:18:46,14:09:18:46,511,1242615,1243126,39,511,605.384615384615,41,2,8453
B738,ARRIVAL,27R,LM,14:09:11:23,14:09:20:04,14:09:20:04,14:09:20:04,521,1242683,1243204,39,521,611.487179487179,40,1,8454
A321,ARRIVAL,27R,LM,14:09:12:43,14:09:21:22,14:09:21:22,14:09:21:22,519,1242763,1243282,38,519,613.868421052632,41,3,8455
A321,ARRIVAL,27R,LM,14:09:14:00,14:09:22:40,14:09:22:40,14:09:22:40,520,1242840,1243360,38,520,619.526315789474,41,3,8456
A320,ARRIVAL,27R,LM,14:09:15:32,14:09:23:58,14:09:23:58,14:09:23:58,506,1242932,1243438,38,506,625.236842105263,41,3,8457
B738,ARRIVAL,27R,LM,14:09:16:21,14:09:25:16,14:09:25:16,14:09:25:16,535,1242981,1243516,38,535,631.736842105263,41,3,8458
B763,ARRIVAL,27R,H,14:09:17:55,14:09:26:32,14:09:26:32,14:09:26:32,517,1243075,1243592,38,517,637.657894736842,40,2,8459
A346,ARRIVAL,27R,H,14:09:19:30,14:09:28:22,14:09:28:22,14:09:28:22,532,1243170,1243702,38,532,644.421052631579,41,3,8460
B772,ARRIVAL,27R,H,14:09:21:22,14:09:30:12,14:09:30:12,14:09:30:12,530,1243282,1243812,38,530,651.289473684211,41,3,8461
B772,ARRIVAL,27R,H,14:09:23:13,14:09:32:02,14:09:32:02,14:09:32:02,529,1243393,1243922,38,529,658.052631578947,41,3,8462
B763,ARRIVAL,27R,H,14:09:24:42,14:09:33:52,14:09:33:52,14:09:33:52,550,1243482,1244032,39,550,668.564102564103,41,2,8463
A319,ARRIVAL,27R,LM,14:09:26:51,14:09:36:05,14:09:36:05,14:09:36:05,554,1243611,1244165,39,554,675.076923076923,42,3,8464
A319,ARRIVAL,27R,LM,14:09:27:51,14:09:37:23,14:09:37:23,14:09:37:23,572,1243671,1244243,39,572,681.179487179487,42,3,8465
B752,ARRIVAL,27R,H,14:09:28:57,14:09:38:39,14:09:38:39,14:09:38:39,582,1243737,1244319,39,582,687.102564102564,41,2,8466
B772,ARRIVAL,27R,H,14:09:30:11,14:09:40:29,14:09:40:29,14:09:40:29,618,1243811,1244429,39,618,693.512820512821,41,2,8467
B763,ARRIVAL,27R,H,14:09:32:25,14:09:42:19,14:09:42:19,14:09:42:19,594,1243945,1244539,39,594,698.974358974359,42,3,8468
B736,ARRIVAL,27R,LM,14:09:34:51,14:09:44:32,14:09:44:32,14:09:44:32,581,1244091,1244672,39,581,705.179487179487,42,3,8469
A321,ARRIVAL,27R,LM,14:09:35:46,14:09:45:50,14:09:45:50,14:09:45:50,604,1244146,1244750,39,604,711.974358974359,42,3,8470
A321,ARRIVAL,27R,LM,14:09:36:48,14:09:47:08,14:09:47:08,14:09:47:08,620,1244208,1244828,39,620,718.384615384615,41,2,8471
A319,ARRIVAL,27R,LM,14:09:38:20,14:09:48:26,14:09:48:26,14:09:48:26,606,1244300,1244906,38,606,720.973684210526,42,4,8472
E190,ARRIVAL,27R,LM,14:09:39:37,14:09:49:44,14:09:49:44,14:09:49:44,607,1244377,1244984,38,607,727.447368421053,42,4,8473
A320,ARRIVAL,27R,LM,14:09:40:46,14:09:51:02,14:09:51:02,14:09:51:02,616,1244446,1245062,38,616,734.342105263158,41,3,8474
A320,ARRIVAL,27R,LM,14:09:42:02,14:09:52:20,14:09:52:20,14:09:52:20,618,1244522,1245140,38,618,741.157894736842,41,3,8475
B752,ARRIVAL,27R,H,14:09:43:21,14:09:53:36,14:09:53:36,14:09:53:36,615,1244601,1245216,38,615,748.052631578947,41,3,8476
B763,ARRIVAL,27R,H,14:09:44:42,14:09:55:26,14:09:55:26,14:09:55:26,644,1244682,1245326,38,644,755.5,40,2,8477
A320,ARRIVAL,27R,LM,14:09:46:59,14:09:57:39,14:09:57:39,14:09:57:39,640,1244819,1245459,38,640,761.789473684211,41,3,8478
A319,ARRIVAL,27R,LM,14:09:48:24,14:09:58:57,14:09:58:57,14:09:58:57,633,1244904,1245537,38,633,768.052631578947,41,3,8479
B738,ARRIVAL,27R,LM,14:09:49:31,14:10:00:15,14:10:00:15,14:10:00:15,644,1244971,1245615,38,644,775.236842105263,41,3,8480
B763,ARRIVAL,27R,H,14:09:50:12,14:10:01:31,14:10:01:31,14:10:01:31,679,1245012,1245691,38,679,782.105263157895,40,2,8481
B772,ARRIVAL,27R,H,14:09:52:15,14:10:03:21,14:10:03:21,14:10:03:21,666,1245135,1245801,38,666,788.315789473684,40,2,8482
A333,ARRIVAL,27R,H,14:09:54:06,14:10:05:11,14:10:05:11,14:10:05:11,665,1245246,1245911,38,665,794.763157894737,41,3,8483
A320,ARRIVAL,27R,LM,14:09:56:29,14:10:07:24,14:10:07:24,14:10:07:24,655,1245389,1246044,38,655,801.684210526316,42,4,8484
A319,ARRIVAL,27R,LM,14:09:57:50,14:10:08:42,14:10:08:42,14:10:08:42,652,1245470,1246122,38,652,808.815789473684,42,4,8485
A332,ARRIVAL,27R,H,14:09:58:46,14:10:09:58,14:10:09:58,14:10:09:58,672,1245526,1246198,38,672,816.473684210526,42,4,8486
A320,ARRIVAL,27R,LM,14:10:00:47,14:10:12:11,14:10:12:11,14:10:12:11,684,1245647,1246331,39,684,827.102564102564,42,3,8487
A321,ARRIVAL,27R,LM,14:10:01:59,14:10:13:29,14:10:13:29,14:10:13:29,690,1245719,1246409,39,690,834.076923076923,41,2,8488
A320,ARRIVAL,27R,LM,14:10:03:05,14:10:14:47,14:10:14:47,14:10:14:47,702,1245785,1246487,38,702,837.868421052632,41,3,8489
B772,ARRIVAL,27R,H,14:10:04:16,14:10:16:03,14:10:16:03,14:10:16:03,707,1245856,1246563,38,707,844.815789473684,41,3,8490
B764,ARRIVAL,27R,H,14:10:05:53,14:10:17:53,14:10:17:53,14:10:17:53,720,1245953,1246673,38,720,851.526315789474,41,3,8491
B744,ARRIVAL,27R,H,14:10:07:14,14:10:19:43,14:10:19:43,14:10:19:43,749,1246034,1246783,38,749,857.947368421053,41,3,8492
A333,ARRIVAL,27R,H,14:10:09:19,14:10:21:33,14:10:21:33,14:10:21:33,734,1246159,1246893,39,734,866.948717948718,42,3,8493
A319,ARRIVAL,27R,LM,14:10:11:29,14:10:23:46,14:10:23:46,14:10:23:46,737,1246289,1247026,39,737,873.282051282051,41,2,8494
A319,ARRIVAL,27R,LM,14:10:12:31,14:10:25:04,14:10:25:04,14:10:25:04,753,1246351,1247104,39,753,879.923076923077,41,2,8495
A319,ARRIVAL,27R,LM,14:10:13:42,14:10:26:22,14:10:26:22,14:10:26:22,760,1246422,1247182,39,760,886.435897435898,40,1,8496
A320,ARRIVAL,27R,LM,14:10:14:46,14:10:27:40,14:10:27:40,14:10:27:40,774,1246486,1247260,38,774,889.763157894737,40,2,8497
B744,ARRIVAL,27R,H,14:10:15:43,14:10:28:56,14:10:28:56,14:10:28:56,793,1246543,1247336,38,793,894.105263157895,39,1,8498
A320,ARRIVAL,27R,LM,14:10:18:02,14:10:31:09,14:10:31:09,14:10:31:09,787,1246682,1247469,38,787,897.657894736842,40,2,8499
A319,ARRIVAL,27R,LM,14:10:19:09,14:10:32:27,14:10:32:27,14:10:32:27,798,1246749,1247547,38,798,901.526315789474,40,2,8500
A320,ARRIVAL,27R,LM,14:10:20:26,14:10:33:45,14:10:33:45,14:10:33:45,799,1246826,1247625,38,799,905.447368421053,39,1,8501
B77W,ARRIVAL,27R,H,14:10:21:37,14:10:35:01,14:10:35:01,14:10:35:01,804,1246897,1247701,38,804,909.105263157895,39,1,8502
A321,ARRIVAL,27R,LM,14:10:24:02,14:10:37:14,14:10:37:14,14:10:37:14,792,1247042,1247834,38,792,911.868421052632,39,1,8503
A320,ARRIVAL,27R,LM,14:10:25:09,14:10:38:32,14:10:38:32,14:10:38:32,803,1247109,1247912,38,803,915.131578947369,39,1,8504
B739,ARRIVAL,27R,LM,14:10:25:58,14:10:39:50,14:10:39:50,14:10:39:50,832,1247158,1247990,38,832,918.342105263158,39,1,8505
B744,ARRIVAL,27R,H,14:10:27:15,14:10:41:06,14:10:41:06,14:10:41:06,831,1247235,1248066,37,831,920.675675675676,38,1,8506
B772,ARRIVAL,27R,H,14:10:29:00,14:10:42:56,14:10:42:56,14:10:42:56,836,1247340,1248176,37,836,923.72972972973,38,1,8507
B744,ARRIVAL,27R,H,14:10:30:40,14:10:44:46,14:10:44:46,14:10:44:46,846,1247440,1248286,37,846,927.189189189189,38,1,8508
A332,ARRIVAL,27R,H,14:10:32:22,14:10:46:36,14:10:46:36,14:10:46:36,854,1247542,1248396,37,854,930.567567567568,38,1,8509
A319,ARRIVAL,27R,LM,14:10:34:37,14:10:48:49,14:10:48:49,14:10:48:49,852,1247677,1248529,38,852,934.552631578947,39,1,8510
A320,ARRIVAL,27R,LM,14:10:35:38,14:10:50:07,14:10:50:07,14:10:50:07,869,1247738,1248607,37,869,936.783783783784,38,1,8511
A319,ARRIVAL,27R,LM,14:10:36:50,14:10:51:25,14:10:51:25,14:10:51:25,875,1247810,1248685,37,875,939.621621621622,38,1,8512
A321,ARRIVAL,27R,LM,14:10:38:03,14:10:52:43,14:10:52:43,14:10:52:43,880,1247883,1248763,37,880,942.783783783784,37,0,8513
B763,ARRIVAL,27R,H,14:10:39:01,14:10:53:59,14:10:53:59,14:10:53:59,898,1247941,1248839,36,898,944.527777777778,37,1,8514
B744,ARRIVAL,27R,H,14:10:41:06,14:10:55:49,14:10:55:49,14:10:55:49,883,1248066,1248949,36,883,947.083333333333,38,2,8515
B772,ARRIVAL,27R,H,14:10:43:01,14:10:57:39,14:10:57:39,14:10:57:39,878,1248181,1249059,37,878,951.810810810811,39,2,8516
A320,ARRIVAL,27R,LM,14:10:44:46,14:10:59:52,14:10:59:52,14:10:59:52,906,1248286,1249192,38,906,958.289473684211,39,1,8517
A320,ARRIVAL,27R,LM,14:10:46:05,14:11:01:10,14:11:01:10,14:11:01:10,905,1248365,1249270,38,905,961.868421052632,39,1,8518
B772,ARRIVAL,27R,H,14:10:47:11,14:11:02:26,14:11:02:26,14:11:02:26,915,1248431,1249346,38,915,965.71052631579,39,1,8519
B763,ARRIVAL,27R,H,14:10:49:05,14:11:04:16,14:11:04:16,14:11:04:16,911,1248545,1249456,37,911,967.081081081081,39,2,8520
A320,ARRIVAL,27R,LM,14:10:51:01,14:11:06:29,14:11:06:29,14:11:06:29,928,1248661,1249589,38,928,973.894736842105,40,2,8521
A319,ARRIVAL,27R,LM,14:10:52:21,14:11:07:47,14:11:07:47,14:11:07:47,926,1248741,1249667,38,926,977.842105263158,40,2,8522
A320,ARRIVAL,27R,LM,14:10:53:22,14:11:09:05,14:11:09:05,14:11:09:05,943,1248802,1249745,38,943,981.473684210526,40,2,8523
A321,ARRIVAL,27R,LM,14:10:54:30,14:11:10:23,14:11:10:23,14:11:10:23,953,1248870,1249823,38,953,984.657894736842,39,1,8524
A319,ARRIVAL,27R,LM,14:10:55:51,14:11:11:41,14:11:11:41,14:11:11:41,950,1248951,1249901,38,950,987.684210526316,40,2,8525
B763,ARRIVAL,27R,H,14:10:57:01,14:11:12:57,14:11:12:57,14:11:12:57,956,1249021,1249977,38,956,990.921052631579,39,1,8526
B744,ARRIVAL,27R,H,14:10:58:41,14:11:14:47,14:11:14:47,14:11:14:47,966,1249121,1250087,38,966,994.526315789474,39,1,8527
B772,ARRIVAL,27R,H,14:11:00:35,14:11:16:37,14:11:16:37,14:11:16:37,962,1249235,1250197,37,962,995.297297297297,39,2,8528
A319,ARRIVAL,27R,LM,14:11:02:46,14:11:18:50,14:11:18:50,14:11:18:50,964,1249366,1250330,37,964,1001.32432432432,40,3,8529
A320,ARRIVAL,27R,LM,14:11:03:53,14:11:20:08,14:11:20:08,14:11:20:08,975,1249433,1250408,37,975,1006.81081081081,39,2,8530
A320,ARRIVAL,27R,LM,14:11:05:03,14:11:21:26,14:11:21:26,14:11:21:26,983,1249503,1250486,37,983,1012.48648648649,39,2,8531
A320,ARRIVAL,27R,LM,14:11:06:23,14:11:22:44,14:11:22:44,14:11:22:44,981,1249583,1250564,37,981,1017.83783783784,40,3,8532
A346,ARRIVAL,27R,H,14:11:07:24,14:11:24:00,14:11:24:00,14:11:24:00,996,1249644,1250640,37,996,1023.18918918919,40,3,8533
B763,ARRIVAL,27R,H,14:11:09:03,14:11:25:50,14:11:25:50,14:11:25:50,1007,1249743,1250750,37,1007,1028.51351351351,40,3,8534
B77W,ARRIVAL,27R,H,14:11:12:01,14:11:27:40,14:11:27:40,14:11:27:40,939,1249921,1250860,38,939,1038.42105263158,40,2,8535
A333,ARRIVAL,27R,H,14:11:14:02,14:11:29:30,14:11:29:30,14:11:29:30,928,1250042,1250970,38,928,1045.42105263158,40,2,8536
A319,ARRIVAL,27R,LM,14:11:16:09,14:11:31:43,14:11:31:43,14:11:31:43,934,1250169,1251103,38,934,1053.21052631579,41,3,8537
A321,ARRIVAL,27R,LM,14:11:17:14,14:11:33:01,14:11:33:01,14:11:33:01,947,1250234,1251181,38,947,1060.60526315789,40,2,8538
B763,ARRIVAL,27R,H,14:11:18:39,14:11:34:17,14:11:34:17,14:11:34:17,938,1250319,1251257,37,938,1063.67567567568,41,4,8539
B744,ARRIVAL,27R,H,14:11:20:58,14:11:36:07,14:11:36:07,14:11:36:07,909,1250458,1251367,38,909,1076.02631578947,41,3,8540
A306,ARRIVAL,27R,H,14:11:22:41,14:11:37:57,14:11:37:57,14:11:37:57,916,1250561,1251477,37,916,1080.54054054054,41,4,8541
B772,ARRIVAL,27R,H,14:11:24:22,14:11:39:47,14:11:39:47,14:11:39:47,925,1250662,1251587,38,925,1093.78947368421,42,4,8542
B744,ARRIVAL,27R,H,14:11:25:53,14:11:41:37,14:11:41:37,14:11:41:37,944,1250753,1251697,38,944,1102.65789473684,41,3,8543
B77W,ARRIVAL,27R,H,14:11:27:23,14:11:43:27,14:11:43:27,14:11:43:27,964,1250843,1251807,38,964,1110.60526315789,41,3,8544
B738,ARRIVAL,27R,LM,14:11:29:29,14:11:45:40,14:11:45:40,14:11:45:40,971,1250969,1251940,38,971,1118.71052631579,41,3,8545
B764,ARRIVAL,27R,H,14:11:30:54,14:11:46:56,14:11:46:56,14:11:46:56,962,1251054,1252016,38,962,1127.21052631579,41,3,8546
B763,ARRIVAL,27R,H,14:11:32:32,14:11:48:46,14:11:48:46,14:11:48:46,974,1251152,1252126,38,974,1136,42,4,8547
B772,ARRIVAL,27R,H,14:11:34:22,14:11:50:36,14:11:50:36,14:11:50:36,974,1251262,1252236,38,974,1145.05263157895,42,4,8548
B77L,ARRIVAL,27R,H,14:11:35:54,14:11:52:26,14:11:52:26,14:11:52:26,992,1251354,1252346,38,992,1154.31578947368,42,4,8549
A319,ARRIVAL,27R,LM,14:11:38:09,14:11:54:39,14:11:54:39,14:11:54:39,990,1251489,1252479,39,990,1166.51282051282,43,4,8550
A319,ARRIVAL,27R,LM,14:11:39:19,14:11:55:57,14:11:55:57,14:11:55:57,998,1251559,1252557,39,998,1175.15384615385,43,4,8551
A319,ARRIVAL,27R,LM,14:11:40:28,14:11:57:15,14:11:57:15,14:11:57:15,1007,1251628,1252635,39,1007,1184.05128205128,43,4,8552
A321,ARRIVAL,27R,LM,14:11:41:26,14:11:58:33,14:11:58:33,14:11:58:33,1027,1251686,1252713,39,1027,1192.41025641026,43,4,8553
A321,ARRIVAL,27R,LM,14:11:42:22,14:11:59:51,14:11:59:51,14:11:59:51,1049,1251742,1252791,39,1049,1200.30769230769,42,3,8554
A320,ARRIVAL,27R,LM,14:11:43:47,14:12:01:09,14:12:01:09,14:12:01:09,1042,1251827,1252869,39,1042,1208.02564102564,42,3,8555
B763,ARRIVAL,27R,H,14:11:44:54,14:12:02:25,14:12:02:25,14:12:02:25,1051,1251894,1252945,39,1051,1215.76923076923,42,3,8556
A319,ARRIVAL,27R,LM,14:11:46:48,14:12:04:38,14:12:04:38,14:12:04:38,1070,1252008,1253078,39,1070,1223.5641025641,43,4,8557
A320,ARRIVAL,27R,LM,14:11:48:09,14:12:05:56,14:12:05:56,14:12:05:56,1067,1252089,1253156,39,1067,1230.94871794872,42,3,8558
A320,ARRIVAL,27R,LM,14:11:49:16,14:12:07:14,14:12:07:14,14:12:07:14,1078,1252156,1253234,39,1078,1238.66666666667,42,3,8559
A319,ARRIVAL,27R,LM,14:11:50:48,14:12:08:32,14:12:08:32,14:12:08:32,1064,1252248,1253312,39,1064,1246.10256410256,42,3,8560
A319,ARRIVAL,27R,LM,14:11:52:06,14:12:09:50,14:12:09:50,14:12:09:50,1064,1252326,1253390,38,1064,1250.89473684211,42,4,8561
A319,ARRIVAL,27R,LM,14:11:53:20,14:12:11:08,14:12:11:08,14:12:11:08,1068,1252400,1253468,38,1068,1259.57894736842,42,4,8562
A320,ARRIVAL,27R,LM,14:11:54:33,14:12:12:26,14:12:12:26,14:12:12:26,1073,1252473,1253546,38,1073,1268.36842105263,42,4,8563
B752,ARRIVAL,27R,H,14:11:55:29,14:12:13:42,14:12:13:42,14:12:13:42,1093,1252529,1253622,37,1093,1273.64864864865,42,5,8564
A388,ARRIVAL,27R,A380-800,14:11:57:09,14:12:16:54,14:12:16:54,14:12:16:54,1185,1252629,1253814,39,1185,1288.35897435897,42,3,8565
A319,ARRIVAL,27R,LM,14:12:00:19,14:12:19:46,14:12:19:46,14:12:19:46,1167,1252819,1253986,40,1167,1297.725,43,3,8566
A319,ARRIVAL,27R,LM,14:12:01:19,14:12:21:04,14:12:21:04,14:12:21:04,1185,1252879,1254064,40,1185,1304.4,43,3,8567
A319,ARRIVAL,27R,LM,14:12:02:41,14:12:22:22,14:12:22:22,14:12:22:22,1181,1252961,1254142,40,1181,1310.325,43,3,8568
A320,ARRIVAL,27R,LM,14:12:04:01,14:12:23:40,14:12:23:40,14:12:23:40,1179,1253041,1254220,40,1179,1316.75,43,3,8569
